## This file was generated by InflowWind_Driver on 31-Mar-2021 at 11:44:43.
## This file contains the wind velocity at a grid of points at each requested timestep
## It is arranged as blocks of X,Y,Z,U,V,W at each timestep
## Each block is separated by two blank lines for use in gnuplot
# 
#  Requested data:
#    Dimension             Range             Stepsize       Num. points
#   -------------------------------------------------------------------
#       X         -4.50    ->    4.50          1.00             10
#       Y         -4.50    ->    4.50          1.00             10
#       Z        145.50    ->  154.50          1.00             10
#       T          0.0000  ->    1.0000        0.1000           10     
# 
# 
#           X              Y              Z              U              V              W
#          (m)            (m)            (m)           (m/s)          (m/s)          (m/s)



# Time: 0
    -0.5000000        4.5000000      146.5000000       17.074       -0.078       -0.356
    -0.5000000       -4.5000000      147.5000000       16.723       -1.562       -1.944
    -0.5000000       -3.5000000      147.5000000       16.641       -1.094       -1.918
    -0.5000000       -2.5000000      147.5000000       16.559       -0.626       -1.891
    -0.5000000       -1.5000000      147.5000000       16.477       -0.158       -1.865
    -0.5000000       -0.5000000      147.5000000       16.395        0.310       -1.839
    -0.5000000        0.5000000      147.5000000       16.445        0.395       -1.641
    -0.5000000        1.5000000      147.5000000       16.627        0.096       -1.274
    -0.5000000        2.5000000      147.5000000       16.809       -0.202       -0.906
    -0.5000000        3.5000000      147.5000000       16.991       -0.501       -0.538
    -0.5000000        4.5000000      147.5000000       17.173       -0.800       -0.170
    -0.5000000       -4.5000000      148.5000000       16.749       -1.389       -2.122
    -0.5000000       -3.5000000      148.5000000       16.649       -1.082       -2.126
    -0.5000000       -2.5000000      148.5000000       16.549       -0.774       -2.130
    -0.5000000       -1.5000000      148.5000000       16.449       -0.466       -2.133
    -0.5000000       -0.5000000      148.5000000       16.350       -0.159       -2.137
    -0.5000000        0.5000000      148.5000000       16.408       -0.174       -1.900
    -0.5000000        1.5000000      148.5000000       16.624       -0.510       -1.421
    -0.5000000        2.5000000      148.5000000       16.840       -0.847       -0.942
    -0.5000000        3.5000000      148.5000000       17.056       -1.184       -0.463
    -0.5000000        4.5000000      148.5000000       17.272       -1.521        0.016
    -0.5000000       -4.5000000      149.5000000       16.775       -1.216       -2.300
    -0.5000000       -3.5000000      149.5000000       16.657       -1.069       -2.334
    -0.5000000       -2.5000000      149.5000000       16.540       -0.922       -2.368
    -0.5000000       -1.5000000      149.5000000       16.422       -0.775       -2.402
    -0.5000000       -0.5000000      149.5000000       16.305       -0.628       -2.436
    -0.5000000        0.5000000      149.5000000       16.371       -0.742       -2.158
    -0.5000000        1.5000000      149.5000000       16.621       -1.117       -1.568
    -0.5000000        2.5000000      149.5000000       16.871       -1.492       -0.979
    -0.5000000        3.5000000      149.5000000       17.121       -1.867       -0.389
    -0.5000000        4.5000000      149.5000000       17.370       -2.242        0.201
    -0.5000000       -4.5000000      150.5000000       16.783       -1.119       -2.408
    -0.5000000       -3.5000000      150.5000000       16.670       -1.058       -2.446
    -0.5000000       -2.5000000      150.5000000       16.557       -0.997       -2.484
    -0.5000000       -1.5000000      150.5000000       16.444       -0.935       -2.522
    -0.5000000       -0.5000000      150.5000000       16.332       -0.874       -2.560
    -0.5000000        0.5000000      150.5000000       16.405       -1.021       -2.273
    -0.5000000        1.5000000      150.5000000       16.664       -1.377       -1.661
    -0.5000000        2.5000000      150.5000000       16.924       -1.732       -1.050
    -0.5000000        3.5000000      150.5000000       17.183       -2.088       -0.438
    -0.5000000        4.5000000      150.5000000       17.443       -2.443        0.173
    -0.5000000       -4.5000000      151.5000000       16.774       -1.100       -2.446
    -0.5000000       -3.5000000      151.5000000       16.688       -1.049       -2.462
    -0.5000000       -2.5000000      151.5000000       16.603       -0.999       -2.477
    -0.5000000       -1.5000000      151.5000000       16.517       -0.949       -2.493
    -0.5000000       -0.5000000      151.5000000       16.431       -0.898       -2.509
    -0.5000000        0.5000000      151.5000000       16.510       -1.012       -2.244
    -0.5000000        1.5000000      151.5000000       16.755       -1.290       -1.700
    -0.5000000        2.5000000      151.5000000       17.000       -1.568       -1.156
    -0.5000000        3.5000000      151.5000000       17.245       -1.847       -0.612
    -0.5000000        4.5000000      151.5000000       17.489       -2.125       -0.068
    -0.5000000       -4.5000000      152.5000000       16.765       -1.080       -2.485
    -0.5000000       -3.5000000      152.5000000       16.707       -1.040       -2.478
    -0.5000000       -2.5000000      152.5000000       16.648       -1.001       -2.471
    -0.5000000       -1.5000000      152.5000000       16.589       -0.962       -2.464
    -0.5000000       -0.5000000      152.5000000       16.530       -0.922       -2.457
    -0.5000000        0.5000000      152.5000000       16.616       -1.003       -2.216
    -0.5000000        1.5000000      152.5000000       16.846       -1.204       -1.739
    -0.5000000        2.5000000      152.5000000       17.076       -1.405       -1.262
    -0.5000000        3.5000000      152.5000000       17.306       -1.605       -0.786
    -0.5000000        4.5000000      152.5000000       17.536       -1.806       -0.309
    -0.5000000       -4.5000000      153.5000000       16.757       -1.060       -2.523
    -0.5000000       -3.5000000      153.5000000       16.725       -1.031       -2.494
    -0.5000000       -2.5000000      153.5000000       16.693       -1.003       -2.465
    -0.5000000       -1.5000000      153.5000000       16.661       -0.975       -2.435
    -0.5000000       -0.5000000      153.5000000       16.629       -0.947       -2.406
    -0.5000000        0.5000000      153.5000000       16.721       -0.994       -2.187
    -0.5000000        1.5000000      153.5000000       16.936       -1.118       -1.778
    -0.5000000        2.5000000      153.5000000       17.151       -1.241       -1.368
    -0.5000000        3.5000000      153.5000000       17.367       -1.364       -0.959
    -0.5000000        4.5000000      153.5000000       17.582       -1.488       -0.550
    -0.5000000       -4.5000000      154.5000000       16.748       -1.040       -2.562
    -0.5000000       -3.5000000      154.5000000       16.743       -1.023       -2.510
    -0.5000000       -2.5000000      154.5000000       16.738       -1.005       -2.458
    -0.5000000       -1.5000000      154.5000000       16.733       -0.988       -2.406
    -0.5000000       -0.5000000      154.5000000       16.728       -0.971       -2.355
    -0.5000000        0.5000000      154.5000000       16.826       -0.985       -2.158
    -0.5000000        1.5000000      154.5000000       17.027       -1.031       -1.816
    -0.5000000        2.5000000      154.5000000       17.227       -1.077       -1.475
    -0.5000000        3.5000000      154.5000000       17.428       -1.123       -1.133
    -0.5000000        4.5000000      154.5000000       17.628       -1.169       -0.791
     0.5000000       -4.5000000      145.5000000       16.874       -1.890       -1.578
     0.5000000       -3.5000000      145.5000000       16.845       -1.221       -1.373
     0.5000000       -2.5000000      145.5000000       16.815       -0.551       -1.168
     0.5000000       -1.5000000      145.5000000       16.786        0.118       -0.962
     0.5000000       -0.5000000      145.5000000       16.757        0.787       -0.757
     0.5000000        0.5000000      145.5000000       16.822        1.099       -0.677
     0.5000000        1.5000000      145.5000000       16.983        1.053       -0.723
     0.5000000        2.5000000      145.5000000       17.145        1.006       -0.768
     0.5000000        3.5000000      145.5000000       17.306        0.960       -0.814
     0.5000000        4.5000000      145.5000000       17.467        0.914       -0.859
     0.5000000       -4.5000000      146.5000000       16.828       -1.755       -1.690
     0.5000000       -3.5000000      146.5000000       16.793       -1.245       -1.500
     0.5000000       -2.5000000      146.5000000       16.759       -0.735       -1.309
     0.5000000       -1.5000000      146.5000000       16.724       -0.225       -1.118
     0.5000000       -0.5000000      146.5000000       16.689        0.285       -0.927
     0.5000000        0.5000000      146.5000000       16.766        0.500       -0.810
     0.5000000        1.5000000      146.5000000       16.953        0.421       -0.765
     0.5000000        2.5000000      146.5000000       17.140        0.341       -0.721
     0.5000000        3.5000000      146.5000000       17.327        0.261       -0.676
     0.5000000        4.5000000      146.5000000       17.515        0.182       -0.632
     0.5000000       -4.5000000      147.5000000       16.782       -1.619       -1.802
     0.5000000       -3.5000000      147.5000000       16.742       -1.269       -1.626
     0.5000000       -2.5000000      147.5000000       16.702       -0.918       -1.450
     0.5000000       -1.5000000      147.5000000       16.662       -0.568       -1.274
     0.5000000       -0.5000000      147.5000000       16.622       -0.217       -1.098
     0.5000000        0.5000000      147.5000000       16.709       -0.098       -0.943
     0.5000000        1.5000000      147.5000000       16.922       -0.211       -0.808
     0.5000000        2.5000000      147.5000000       17.136       -0.324       -0.673
     0.5000000        3.5000000      147.5000000       17.349       -0.437       -0.539
     0.5000000        4.5000000      147.5000000       17.563       -0.550       -0.404
     0.5000000       -4.5000000      148.5000000       16.736       -1.484       -1.914
     0.5000000       -3.5000000      148.5000000       16.691       -1.293       -1.753
