MAP Output File.
Outputs were generated using MAP 0.87.06a-mdm on <2013-09-24.10:00:38>

Time           TFair[1]       TAnch[1]       TFair[2]       TAnch[2]       
[s]            [kN]           [kN]           [kN]           [kN]           
45.688         195.245        0.000          232.639        0.000          
45.7           195.245        0.000          232.639        0.000          
45.713         195.247        0.000          232.640        0.000          
45.725         195.247        0.000          232.641        0.000          
45.738         195.249        0.000          232.642        0.000          
45.75          195.251        0.000          232.644        0.000          
45.763         195.252        0.000          232.645        0.000          
45.775         195.253        0.000          232.646        0.000          
45.788         195.255        0.000          232.647        0.000          
45.8           195.257        0.000          232.649        0.000          
45.813         195.258        0.000          232.650        0.000          
45.825         195.261        0.000          232.653        0.000          
45.838         195.262        0.000          232.654        0.000          
45.85          195.264        0.000          232.656        0.000          
45.863         195.265        0.000          232.658        0.000          
45.875         195.268        0.000          232.660        0.000          
45.888         195.270        0.000          232.663        0.000          
45.9           195.273        0.000          232.665        0.000          
45.913         195.275        0.000          232.668        0.000          
45.925         195.277        0.000          232.670        0.000          
45.938         195.279        0.000          232.673        0.000          
45.95          195.283        0.000          232.676        0.000          
45.963         195.285        0.000          232.679        0.000          
45.975         195.288        0.000          232.682        0.000          
45.988         195.290        0.000          232.685        0.000          
46             195.293        0.000          232.688        0.000          
46.013         195.296        0.000          232.691        0.000          
46.025         195.299        0.000          232.695        0.000          
46.038         195.302        0.000          232.698        0.000          
46.05          195.305        0.000          232.702        0.000          
46.063         195.308        0.000          232.706        0.000          
46.075         195.312        0.000          232.710        0.000          
46.088         195.315        0.000          232.713        0.000          
46.1           195.318        0.000          232.718        0.000          
46.113         195.322        0.000          232.722        0.000          
46.125         195.326        0.000          232.726        0.000          
46.138         195.329        0.000          232.730        0.000          
46.15          195.333        0.000          232.735        0.000          
46.163         195.337        0.000          232.740        0.000          
46.175         195.341        0.000          232.745        0.000          
46.188         195.344        0.000          232.749        0.000          
46.2           195.347        0.000          232.753        0.000          
46.213         195.352        0.000          232.759        0.000          
46.225         195.356        0.000          232.764        0.000          
46.238         195.360        0.000          232.769        0.000          
46.25          195.365        0.000          232.775        0.000          
46.263         195.368        0.000          232.780        0.000          
46.275         195.372        0.000          232.785        0.000          
46.288         195.377        0.000          232.791        0.000          
46.3           195.381        0.000          232.797        0.000          
46.313         195.386        0.000          232.802        0.000          
46.325         195.391        0.000          232.809        0.000          
46.338         195.396        0.000          232.815        0.000          
46.35          195.400        0.000          232.821        0.000          
46.363         195.405        0.000          232.827        0.000          
46.375         195.409        0.000          232.833        0.000          
46.388         195.414        0.000          232.839        0.000          
46.4           195.419        0.000          232.846        0.000          
46.413         195.424        0.000          232.852        0.000          
46.425         195.428        0.000          232.858        0.000          
46.438         195.433        0.000          232.865        0.000          
46.45          195.438        0.000          232.872        0.000          
46.463         195.444        0.000          232.879        0.000          
46.475         195.449        0.000          232.886        0.000          
46.488         195.454        0.000          232.892        0.000          
46.5           195.459        0.000          232.899        0.000          
46.513         195.464        0.000          232.906        0.000          
46.525         195.470        0.000          232.914        0.000          
46.538         195.475        0.000          232.920        0.000          
46.55          195.480        0.000          232.928        0.000          
46.563         195.485        0.000          232.935        0.000          
46.575         195.491        0.000          232.942        0.000          
46.588         195.496        0.000          232.950        0.000          
46.6           195.501        0.000          232.957        0.000          
46.613         195.508        0.000          232.965        0.000          
46.625         195.513        0.000          232.973        0.000          
46.638         195.519        0.000          232.981        0.000          
46.65          195.524        0.000          232.989        0.000          
46.663         195.530        0.000          232.997        0.000          
46.675         195.536        0.000          233.005        0.000          
46.688         195.542        0.000          233.013        0.000          
46.7           195.547        0.000          233.021        0.000          
46.713         195.553        0.000          233.029        0.000          
46.725         195.559        0.000          233.037        0.000          
46.738         195.565        0.000          233.046        0.000          
46.75          195.571        0.000          233.054        0.000          
46.763         195.577        0.000          233.062        0.000          
46.775         195.582        0.000          233.071        0.000          
46.788         195.589        0.000          233.080        0.000          
46.8           195.595        0.000          233.088        0.000          
46.813         195.601        0.000          233.097        0.000          
46.825         195.607        0.000          233.106        0.000          
46.838         195.613        0.000          233.115        0.000          
46.85          195.620        0.000          233.124        0.000          
46.863         195.626        0.000          233.132        0.000          
46.875         195.632        0.000          233.142        0.000          
46.888         195.638        0.000          233.151        0.000          
46.9           195.644        0.000          233.159        0.000          
46.913         195.651        0.000          233.169        0.000          
46.925         195.657        0.000          233.178        0.000          
46.938         195.664        0.000          233.188        0.000          
46.95          195.670        0.000          233.197        0.000          
46.963         195.677        0.000          233.207        0.000          
46.975         195.683        0.000          233.216        0.000          
46.988         195.689        0.000          233.225        0.000          
47             195.696        0.000          233.236        0.000          
47.013         195.702        0.000          233.245        0.000          
47.025         195.710        0.000          233.256        0.000          
47.038         195.717        0.000          233.265        0.000          
47.05          195.723        0.000          233.275        0.000          
47.063         195.730        0.000          233.285        0.000          
47.075         195.737        0.000          233.295        0.000          
47.088         195.744        0.000          233.306        0.000          
47.1           195.751        0.000          233.316        0.000          
47.113         195.757        0.000          233.326        0.000          
47.125         195.764        0.000          233.337        0.000          
47.138         195.770        0.000          233.347        0.000          
47.15          195.778        0.000          233.358        0.000          
47.163         195.785        0.000          233.369        0.000          
47.175         195.792        0.000          233.379        0.000          
47.188         195.799        0.000          233.390        0.000          
47.2           195.807        0.000          233.401        0.000          
47.213         195.814        0.000          233.412        0.000          
47.225         195.821        0.000          233.423        0.000          
47.238         195.829        0.000          233.435        0.000          
47.25          195.835        0.000          233.445        0.000          
47.263         195.844        0.000          233.457        0.000          
47.275         195.850        0.000          233.468        0.000          
47.288         195.858        0.000          233.480        0.000          
47.3           195.865        0.000          233.491        0.000          
47.313         195.873        0.000          233.503        0.000          
47.325         195.880        0.000          233.515        0.000          
47.338         195.888        0.000          233.527        0.000          
47.35          195.896        0.000          233.539        0.000          
47.363         195.904        0.000          233.551        0.000          
47.375         195.911        0.000          233.563        0.000          
47.388         195.919        0.000          233.575        0.000          
47.4           195.927        0.000          233.587        0.000          
47.413         195.935        0.000          233.600        0.000          
47.425         195.943        0.000          233.612        0.000          
47.438         195.951        0.000          233.624        0.000          
47.45          195.959        0.000          233.637        0.000          
47.463         195.967        0.000          233.649        0.000          
47.475         195.975        0.000          233.662        0.000          
47.488         195.983        0.000          233.675        0.000          
47.5           195.991        0.000          233.688        0.000          
47.513         195.999        0.000          233.700        0.000          
47.525         196.007        0.000          233.714        0.000          
47.538         196.015        0.000          233.726        0.000          
47.55          196.023        0.000          233.740        0.000          
47.563         196.031        0.000          233.753        0.000          
47.575         196.040        0.000          233.766        0.000          
47.588         196.048        0.000          233.779        0.000          
47.6           196.056        0.000          233.792        0.000          
47.613         196.065        0.000          233.806        0.000          
47.625         196.073        0.000          233.820        0.000          
47.638         196.081        0.000          233.833        0.000          
47.65          196.090        0.000          233.847        0.000          
47.663         196.098        0.000          233.861        0.000          
47.675         196.107        0.000          233.874        0.000          
47.688         196.115        0.000          233.888        0.000          
47.7           196.124        0.000          233.903        0.000          
47.713         196.132        0.000          233.916        0.000          
47.725         196.141        0.000          233.930        0.000          
47.738         196.150        0.000          233.944        0.000          
47.75          196.158        0.000          233.958        0.000          
47.763         196.167        0.000          233.973        0.000          
47.775         196.175        0.000          233.987        0.000          
47.788         196.184        0.000          234.001        0.000          
47.8           196.192        0.000          234.015        0.000          
47.813         196.202        0.000          234.030        0.000          
47.825         196.210        0.000          234.044        0.000          
47.838         196.219        0.000          234.059        0.000          
47.85          196.227        0.000          234.073        0.000          
47.863         196.236        0.000          234.087        0.000          
47.875         196.244        0.000          234.102        0.000          
47.888         196.253        0.000          234.116        0.000          
47.9           196.262        0.000          234.131        0.000          
47.913         196.271        0.000          234.146        0.000          
47.925         196.279        0.000          234.160        0.000          
47.938         196.288        0.000          234.175        0.000          
47.95          196.296        0.000          234.189        0.000          
47.963         196.305        0.000          234.204        0.000          
47.975         196.314        0.000          234.218        0.000          
47.988         196.322        0.000          234.233        0.000          
48             196.331        0.000          234.248        0.000          
48.013         196.340        0.000          234.263        0.000          
48.025         196.349        0.000          234.277        0.000          
48.038         196.357        0.000          234.291        0.000          
48.05          196.365        0.000          234.305        0.000          
48.063         196.374        0.000          234.321        0.000          
48.075         196.382        0.000          234.335        0.000          
48.088         196.391        0.000          234.349        0.000          
48.1           196.399        0.000          234.364        0.000          
48.113         196.407        0.000          234.378        0.000          
48.125         196.416        0.000          234.392        0.000          
48.138         196.424        0.000          234.407        0.000          
48.15          196.432        0.000          234.421        0.000          
48.163         196.441        0.000          234.436        0.000          
48.175         196.448        0.000          234.450        0.000          
48.188         196.456        0.000          234.464        0.000          
48.2           196.465        0.000          234.478        0.000          
48.213         196.473        0.000          234.493        0.000          
48.225         196.482        0.000          234.507        0.000          
48.238         196.489        0.000          234.521        0.000          
48.25          196.498        0.000          234.536        0.000          
48.263         196.505        0.000          234.549        0.000          
48.275         196.512        0.000          234.563        0.000          
48.288         196.521        0.000          234.577        0.000          
48.3           196.528        0.000          234.591        0.000          
48.313         196.535        0.000          234.604        0.000          
48.325         196.544        0.000          234.618        0.000          
48.338         196.551        0.000          234.632        0.000          
48.35          196.559        0.000          234.645        0.000          
48.363         196.566        0.000          234.659        0.000          
48.375         196.573        0.000          234.672        0.000          
48.388         196.581        0.000          234.686        0.000          
48.4           196.588        0.000          234.699        0.000          
48.413         196.595        0.000          234.713        0.000          
48.425         196.602        0.000          234.726        0.000          
48.438         196.610        0.000          234.739        0.000          
48.45          196.617        0.000          234.753        0.000          
48.463         196.624        0.000          234.766        0.000          
48.475         196.631        0.000          234.779        0.000          
48.488         196.638        0.000          234.792        0.000          
48.5           196.645        0.000          234.804        0.000          
48.513         196.652        0.000          234.817        0.000          
48.525         196.659        0.000          234.830        0.000          
48.538         196.665        0.000          234.842        0.000          
48.55          196.672        0.000          234.855        0.000          
48.563         196.678        0.000          234.868        0.000          
48.575         196.685        0.000          234.881        0.000          
48.588         196.691        0.000          234.893        0.000          
48.6           196.697        0.000          234.905        0.000          
48.613         196.703        0.000          234.917        0.000          
48.625         196.709        0.000          234.929        0.000          
48.638         196.716        0.000          234.941        0.000          
48.65          196.722        0.000          234.953        0.000          
48.663         196.727        0.000          234.965        0.000          
48.675         196.733        0.000          234.977        0.000          
48.688         196.739        0.000          234.989        0.000          
48.7           196.745        0.000          235.000        0.000          
48.713         196.751        0.000          235.012        0.000          
48.725         196.756        0.000          235.023        0.000          
48.738         196.761        0.000          235.034        0.000          
48.75          196.767        0.000          235.045        0.000          
48.763         196.772        0.000          235.056        0.000          
48.775         196.777        0.000          235.067        0.000          
48.788         196.782        0.000          235.078        0.000          
48.8           196.788        0.000          235.089        0.000          
48.813         196.793        0.000          235.100        0.000          
48.825         196.798        0.000          235.110        0.000          
48.838         196.803        0.000          235.121        0.000          
48.85          196.807        0.000          235.131        0.000          
48.863         196.812        0.000          235.141        0.000          
48.875         196.816        0.000          235.151        0.000          
48.888         196.821        0.000          235.162        0.000          
48.9           196.825        0.000          235.171        0.000          
48.913         196.829        0.000          235.181        0.000          
48.925         196.834        0.000          235.191        0.000          
48.938         196.837        0.000          235.200        0.000          
48.95          196.842        0.000          235.209        0.000          
48.963         196.845        0.000          235.218        0.000          
48.975         196.849        0.000          235.228        0.000          
48.988         196.852        0.000          235.236        0.000          
49             196.856        0.000          235.246        0.000          
49.013         196.860        0.000          235.255        0.000          
49.025         196.863        0.000          235.263        0.000          
49.038         196.867        0.000          235.272        0.000          
49.05          196.870        0.000          235.280        0.000          
49.063         196.873        0.000          235.288        0.000          
49.075         196.876        0.000          235.296        0.000          
49.088         196.879        0.000          235.304        0.000          
49.1           196.882        0.000          235.312        0.000          
49.113         196.885        0.000          235.320        0.000          
49.125         196.888        0.000          235.328        0.000          
49.138         196.890        0.000          235.335        0.000          
49.15          196.892        0.000          235.342        0.000          
49.163         196.895        0.000          235.350        0.000          
49.175         196.897        0.000          235.357        0.000          
49.188         196.899        0.000          235.364        0.000          
49.2           196.902        0.000          235.371        0.000          
49.213         196.904        0.000          235.377        0.000          
49.225         196.905        0.000          235.384        0.000          
49.238         196.907        0.000          235.391        0.000          
49.25          196.909        0.000          235.397        0.000          
49.263         196.911        0.000          235.403        0.000          
49.275         196.912        0.000          235.409        0.000          
49.288         196.913        0.000          235.414        0.000          
49.3           196.915        0.000          235.421        0.000          
49.313         196.915        0.000          235.425        0.000          
49.325         196.917        0.000          235.431        0.000          
49.338         196.918        0.000          235.436        0.000          
49.35          196.919        0.000          235.442        0.000          
49.363         196.919        0.000          235.446        0.000          
49.375         196.919        0.000          235.451        0.000          
49.388         196.921        0.000          235.456        0.000          
49.4           196.921        0.000          235.460        0.000          
49.413         196.921        0.000          235.465        0.000          
49.425         196.921        0.000          235.469        0.000          
49.438         196.922        0.000          235.473        0.000          
49.45          196.922        0.000          235.477        0.000          
49.463         196.922        0.000          235.481        0.000          
49.475         196.921        0.000          235.484        0.000          
49.488         196.921        0.000          235.488        0.000          
49.5           196.921        0.000          235.491        0.000          
49.513         196.920        0.000          235.495        0.000          
49.525         196.919        0.000          235.497        0.000          
49.538         196.918        0.000          235.500        0.000          
49.55          196.917        0.000          235.503        0.000          
49.563         196.917        0.000          235.506        0.000          
49.575         196.916        0.000          235.508        0.000          
49.588         196.914        0.000          235.510        0.000          
49.6           196.913        0.000          235.512        0.000          
49.613         196.912        0.000          235.514        0.000          
49.625         196.910        0.000          235.515        0.000          
49.638         196.908        0.000          235.517        0.000          
49.65          196.907        0.000          235.518        0.000          
49.663         196.905        0.000          235.519        0.000          
49.675         196.902        0.000          235.520        0.000          
49.688         196.900        0.000          235.521        0.000          
49.7           196.898        0.000          235.522        0.000          
49.713         196.895        0.000          235.522        0.000          
49.725         196.892        0.000          235.522        0.000          
49.738         196.890        0.000          235.522        0.000          
49.75          196.887        0.000          235.522        0.000          
49.763         196.884        0.000          235.521        0.000          
49.775         196.881        0.000          235.521        0.000          
49.788         196.878        0.000          235.520        0.000          
49.8           196.874        0.000          235.519        0.000          
49.813         196.871        0.000          235.518        0.000          
49.825         196.867        0.000          235.516        0.000          
49.838         196.864        0.000          235.515        0.000          
49.85          196.860        0.000          235.513        0.000          
49.863         196.855        0.000          235.511        0.000          
49.875         196.852        0.000          235.509        0.000          
49.888         196.848        0.000          235.507        0.000          
49.9           196.844        0.000          235.504        0.000          
49.913         196.839        0.000          235.502        0.000          
49.925         196.834        0.000          235.499        0.000          
49.938         196.830        0.000          235.496        0.000          
49.95          196.826        0.000          235.493        0.000          
49.963         196.820        0.000          235.489        0.000          
49.975         196.815        0.000          235.485        0.000          
49.988         196.809        0.000          235.481        0.000          
50             196.805        0.000          235.478        0.000          
50.013         196.799        0.000          235.473        0.000          
50.025         196.793        0.000          235.469        0.000          
50.038         196.787        0.000          235.463        0.000          
50.05          196.782        0.000          235.459        0.000          
50.063         196.775        0.000          235.454        0.000          
50.075         196.769        0.000          235.449        0.000          
50.088         196.763        0.000          235.443        0.000          
50.1           196.757        0.000          235.438        0.000          
50.113         196.750        0.000          235.432        0.000          
50.125         196.743        0.000          235.425        0.000          
50.138         196.737        0.000          235.420        0.000          
50.15          196.729        0.000          235.413        0.000          
50.163         196.722        0.000          235.406        0.000          
50.175         196.716        0.000          235.400        0.000          
50.188         196.708        0.000          235.393        0.000          
50.2           196.701        0.000          235.386        0.000          
50.213         196.693        0.000          235.378        0.000          
50.225         196.685        0.000          235.371        0.000          
50.238         196.678        0.000          235.363        0.000          
50.25          196.670        0.000          235.355        0.000          
50.263         196.662        0.000          235.347        0.000          
50.275         196.654        0.000          235.339        0.000          
50.288         196.645        0.000          235.330        0.000          
50.3           196.637        0.000          235.322        0.000          
50.313         196.629        0.000          235.313        0.000          
50.325         196.620        0.000          235.304        0.000          
50.338         196.610        0.000          235.294        0.000          
50.35          196.602        0.000          235.285        0.000          
50.363         196.593        0.000          235.276        0.000          
50.375         196.584        0.000          235.265        0.000          
50.388         196.575        0.000          235.256        0.000          
50.4           196.565        0.000          235.245        0.000          
50.413         196.556        0.000          235.235        0.000          
50.425         196.546        0.000          235.224        0.000          
50.438         196.536        0.000          235.213        0.000          
50.45          196.527        0.000          235.202        0.000          
50.463         196.516        0.000          235.191        0.000          
50.475         196.506        0.000          235.180        0.000          
50.488         196.496        0.000          235.168        0.000          
50.5           196.486        0.000          235.157        0.000          
50.513         196.476        0.000          235.145        0.000          
50.525         196.465        0.000          235.132        0.000          
50.538         196.454        0.000          235.120        0.000          
50.55          196.444        0.000          235.108        0.000          
50.563         196.433        0.000          235.095        0.000          
50.575         196.422        0.000          235.082        0.000          
50.588         196.411        0.000          235.069        0.000          
50.6           196.399        0.000          235.056        0.000          
50.613         196.388        0.000          235.043        0.000          
50.625         196.377        0.000          235.029        0.000          
50.638         196.365        0.000          235.015        0.000          
50.65          196.353        0.000          235.001        0.000          
50.663         196.342        0.000          234.988        0.000          
50.675         196.329        0.000          234.973        0.000          
50.688         196.317        0.000          234.959        0.000          
50.7           196.305        0.000          234.944        0.000          
50.713         196.293        0.000          234.930        0.000          
50.725         196.281        0.000          234.914        0.000          
50.738         196.269        0.000          234.900        0.000          
50.75          196.256        0.000          234.884        0.000          
50.763         196.243        0.000          234.869        0.000          
50.775         196.231        0.000          234.853        0.000          
50.788         196.218        0.000          234.837        0.000          
50.8           196.205        0.000          234.821        0.000          
50.813         196.191        0.000          234.805        0.000          
50.825         196.178        0.000          234.789        0.000          
50.838         196.165        0.000          234.772        0.000          
50.85          196.152        0.000          234.755        0.000          
50.863         196.138        0.000          234.739        0.000          
50.875         196.125        0.000          234.722        0.000          
50.888         196.111        0.000          234.704        0.000          
50.9           196.098        0.000          234.688        0.000          
50.913         196.084        0.000          234.670        0.000          
50.925         196.070        0.000          234.652        0.000          
50.938         196.056        0.000          234.634        0.000          
50.95          196.042        0.000          234.617        0.000          
50.963         196.028        0.000          234.599        0.000          
50.975         196.014        0.000          234.580        0.000          
50.988         195.999        0.000          234.562        0.000          
51             195.985        0.000          234.543        0.000          
51.013         195.970        0.000          234.524        0.000          
51.025         195.956        0.000          234.506        0.000          
51.038         195.941        0.000          234.487        0.000          
51.05          195.927        0.000          234.468        0.000          
51.063         195.912        0.000          234.448        0.000          
51.075         195.897        0.000          234.429        0.000          
51.088         195.882        0.000          234.410        0.000          
51.1           195.867        0.000          234.390        0.000          
51.113         195.852        0.000          234.371        0.000          
51.125         195.837        0.000          234.351        0.000          
51.138         195.823        0.000          234.331        0.000          
51.15          195.807        0.000          234.311        0.000          
51.163         195.792        0.000          234.290        0.000          
51.175         195.777        0.000          234.270        0.000          
51.188         195.761        0.000          234.250        0.000          
51.2           195.745        0.000          234.229        0.000          
51.213         195.730        0.000          234.209        0.000          
51.225         195.715        0.000          234.188        0.000          
51.238         195.699        0.000          234.167        0.000          
51.25          195.684        0.000          234.146        0.000          
51.263         195.668        0.000          234.125        0.000          
51.275         195.652        0.000          234.103        0.000          
51.288         195.637        0.000          234.082        0.000          
51.3           195.621        0.000          234.061        0.000          
51.313         195.605        0.000          234.039        0.000          
51.325         195.589        0.000          234.018        0.000          
51.338         195.574        0.000          233.996        0.000          
51.35          195.558        0.000          233.975        0.000          
51.363         195.542        0.000          233.952        0.000          
51.375         195.526        0.000          233.931        0.000          
51.388         195.510        0.000          233.908        0.000          
51.4           195.494        0.000          233.887        0.000          
51.413         195.478        0.000          233.864        0.000          
51.425         195.462        0.000          233.842        0.000          
51.438         195.445        0.000          233.819        0.000          
51.45          195.429        0.000          233.797        0.000          
51.463         195.413        0.000          233.775        0.000          
51.475         195.397        0.000          233.752        0.000          
51.488         195.381        0.000          233.730        0.000          
51.5           195.365        0.000          233.707        0.000          
51.513         195.348        0.000          233.684        0.000          
51.525         195.333        0.000          233.662        0.000          
51.538         195.317        0.000          233.639        0.000          
51.55          195.301        0.000          233.617        0.000          
51.563         195.284        0.000          233.594        0.000          
51.575         195.269        0.000          233.571        0.000          
51.588         195.252        0.000          233.548        0.000          
51.6           195.236        0.000          233.525        0.000          
51.613         195.220        0.000          233.503        0.000          
51.625         195.204        0.000          233.480        0.000          
51.638         195.187        0.000          233.456        0.000          
51.65          195.172        0.000          233.434        0.000          
51.663         195.155        0.000          233.410        0.000          
51.675         195.139        0.000          233.387        0.000          
51.688         195.124        0.000          233.364        0.000          
51.7           195.107        0.000          233.341        0.000          
51.713         195.091        0.000          233.318        0.000          
51.725         195.076        0.000          233.295        0.000          
51.738         195.059        0.000          233.271        0.000          
51.75          195.043        0.000          233.248        0.000          
51.763         195.027        0.000          233.225        0.000          
51.775         195.012        0.000          233.202        0.000          
51.788         194.996        0.000          233.179        0.000          
51.8           194.981        0.000          233.156        0.000          
51.813         194.965        0.000          233.133        0.000          
51.825         194.949        0.000          233.110        0.000          
51.838         194.934        0.000          233.087        0.000          
51.85          194.918        0.000          233.064        0.000          
51.863         194.902        0.000          233.041        0.000          
51.875         194.886        0.000          233.018        0.000          
51.888         194.871        0.000          232.995        0.000          
51.9           194.856        0.000          232.972        0.000          
51.913         194.840        0.000          232.949        0.000          
51.925         194.825        0.000          232.927        0.000          
51.938         194.810        0.000          232.904        0.000          
51.95          194.794        0.000          232.881        0.000          
51.963         194.779        0.000          232.858        0.000          
51.975         194.765        0.000          232.836        0.000          
51.988         194.749        0.000          232.812        0.000          
52             194.735        0.000          232.790        0.000          
52.013         194.720        0.000          232.768        0.000          
52.025         194.705        0.000          232.745        0.000          
52.038         194.689        0.000          232.722        0.000          
52.05          194.675        0.000          232.700        0.000          
52.063         194.660        0.000          232.677        0.000          
52.075         194.646        0.000          232.655        0.000          
52.088         194.632        0.000          232.633        0.000          
52.1           194.616        0.000          232.610        0.000          
52.113         194.602        0.000          232.588        0.000          
52.125         194.588        0.000          232.566        0.000          
52.138         194.573        0.000          232.544        0.000          
52.15          194.559        0.000          232.522        0.000          
52.163         194.545        0.000          232.499        0.000          
52.175         194.531        0.000          232.477        0.000          
52.188         194.517        0.000          232.456        0.000          
52.2           194.503        0.000          232.434        0.000          
52.213         194.489        0.000          232.412        0.000          
52.225         194.475        0.000          232.390        0.000          
52.238         194.462        0.000          232.368        0.000          
52.25          194.448        0.000          232.347        0.000          
52.263         194.434        0.000          232.325        0.000          
52.275         194.420        0.000          232.303        0.000          
52.288         194.407        0.000          232.282        0.000          
52.3           194.393        0.000          232.260        0.000          
52.313         194.380        0.000          232.239        0.000          
52.325         194.367        0.000          232.217        0.000          
52.338         194.354        0.000          232.196        0.000          
52.35          194.341        0.000          232.175        0.000          
52.363         194.327        0.000          232.153        0.000          
52.375         194.315        0.000          232.132        0.000          
52.388         194.302        0.000          232.111        0.000          
52.4           194.289        0.000          232.090        0.000          
52.413         194.276        0.000          232.069        0.000          
52.425         194.264        0.000          232.048        0.000          
52.438         194.251        0.000          232.027        0.000          
52.45          194.238        0.000          232.007        0.000          
52.463         194.226        0.000          231.986        0.000          
52.475         194.213        0.000          231.965        0.000          
52.488         194.201        0.000          231.944        0.000          
52.5           194.188        0.000          231.924        0.000          
52.513         194.177        0.000          231.903        0.000          
52.525         194.164        0.000          231.883        0.000          
52.538         194.152        0.000          231.862        0.000          
52.55          194.140        0.000          231.842        0.000          
52.563         194.128        0.000          231.822        0.000          
52.575         194.116        0.000          231.801        0.000          
52.588         194.105        0.000          231.782        0.000          
52.6           194.094        0.000          231.762        0.000          
52.613         194.081        0.000          231.741        0.000          
52.625         194.071        0.000          231.722        0.000          
52.638         194.059        0.000          231.702        0.000          
52.65          194.048        0.000          231.682        0.000          
52.663         194.036        0.000          231.662        0.000          
52.675         194.025        0.000          231.643        0.000          
52.688         194.015        0.000          231.623        0.000          
52.7           194.003        0.000          231.603        0.000          
52.713         193.992        0.000          231.583        0.000          
52.725         193.982        0.000          231.565        0.000          
52.738         193.971        0.000          231.545        0.000          
52.75          193.960        0.000          231.526        0.000          
52.763         193.950        0.000          231.507        0.000          
52.775         193.939        0.000          231.488        0.000          
52.788         193.929        0.000          231.469        0.000          
52.8           193.919        0.000          231.450        0.000          
52.813         193.909        0.000          231.431        0.000          
52.825         193.899        0.000          231.412        0.000          
52.838         193.889        0.000          231.394        0.000          
52.85          193.880        0.000          231.376        0.000          
52.863         193.869        0.000          231.357        0.000          
52.875         193.859        0.000          231.338        0.000          
52.888         193.851        0.000          231.320        0.000          
52.9           193.841        0.000          231.302        0.000          
52.913         193.831        0.000          231.283        0.000          
52.925         193.822        0.000          231.265        0.000          
52.938         193.813        0.000          231.248        0.000          
52.95          193.804        0.000          231.230        0.000          
52.963         193.795        0.000          231.212        0.000          
52.975         193.786        0.000          231.194        0.000          
52.988         193.778        0.000          231.177        0.000          
